Shipment_ID,Transport,Department,Pickup_time,Pickup_date,Delivery_time,Delivery_date,Collection_Name,Collection_City,Collection_Address,Collection_Postal_Code,Delivery_Name,Delivery_City,Delivery_Address,Delivery_Postal_Code,Weight,Volume,Ldm,Content,Units,Unit_type,Hazardous,Cost
NAESJ-DS956,,TEST1,00:01-23:59,2026-01-06,00:01-23:59,2026-01-09,GS/NOPA NORDIC A/S/NOPA NORDIC A/S,HOBRO,HAVREVÆNGET 11 DK-9500 HOBRO,9500.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,10227.0,0.0,7.2,UNSPECIFIED GOODS,18,PLL,False,7300.0
NAESJ-DS176,,TEST1,00:01-23:59,2026-01-06,00:01-23:59,2026-01-09,GS/NOPA NORDIC A/S/NOPA NORDIC A/S,HOBRO,HAVREVÆNGET 11 DK-9500 HOBRO,9500.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,4511.0,0.0,3.2,UNSPECIFIED GOODS,8,PLL,False,5100.0
NAESJ-DS034,,TEST1,00:01-23:59,2026-01-06,00:01-23:59,2026-01-09,"GS/LMC DK C/O, DSV ROAD SUB WAREHO",HORSENS,MOSSVEJ 27 DK-8700 HORSENS,8700.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,1154.0,0.0,1.2,UNSPECIFIED GOODS,3,PLL,False,3600.0
NAESJ-DS326,,TEST1,00:01-23:59,2026-01-06,00:01-23:59,2026-01-12,GS/SCANDIC FOOD - AFH. TAARS/SCAND,TÅRS,INDUSTRIVEJ 3 DK-9830 TÅRS,9830.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,12480.0,0.0,6.8,UNSPECIFIED GOODS,17,PLL,False,7300.0
NAESJ-DS411,,TEST1,00:01-23:59,2026-01-06,00:01-23:59,2026-01-09,JAN IMPORT A/S,HADSTEN,OVER HADSTENVEJ 82 DK-8370 HADSTEN,8370.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,4781.0,0.0,4.0,UNSPECIFIED GOODS,10,PLL,False,4900.0
NAESJ-DS756,,TEST1,00:01-23:59,2026-01-19,00:01-23:59,2026-01-20,PUREPOWER SPORT A/S,ROSLEV,SMEDEVEJ 1 DK-7870 ROSLEV,7870.0,TERMINAL TAASTRUP,TAASTRUP,LITAUEN ALLÉ 4 DK-2630 TAASTRUP,2630.0,35.0,0.0,0.4,UNSPECIFIED GOODS,1,QPL,False,2900.0
NAESJ-DS011,,TEST1,00:01-23:59,2026-01-12,00:01-23:59,2026-01-13,AQUA D'OR MINERAL WATER A/S,BRANDE,SOLSORTEVEJ 15 DK-7330 BRANDE,7330.0,TERMINAL TAASTRUP,TAASTRUP,LITAUEN ALLÉ 4 DK-2630 TAASTRUP,2630.0,17684.0,0.0,13.2,UNSPECIFIED GOODS,132,QPL,False,7300.0
NAESJ-DS813,,TEST1,00:01-23:59,2026-01-06,00:01-23:59,2026-01-09,GS/AQUADOR/AQUADOR MINERALWATER A/,BRANDE,KILDESKOVVEJ 10 DK-7330 BRANDE,7330.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,24236.0,0.0,13.2,UNSPECIFIED GOODS,66,HLP,False,7300.0
NAESJ-DS940,,TEST1,00:01-23:59,2026-01-13,00:01-23:59,2026-10-16,GS/ESBJERG FRAGCENTRAL/ALLISON A/S,ESBJERG,STORSTROMSVEJ 34A DK 6715  ESBJERG,6715.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,785.0,0.0,0.4,UNSPECIFIED GOODS,1,PLL,False,2500.0
NAESJ-DS747,,TEST1,00:01-23:59,2026-01-06,00:01-23:59,2026-01-09,JAKOBSENS A/S,AULUM,BUNTMAGERVEJ 20 DK-7490 AULUM,7490.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,5282.0,0.0,4.0,UNSPECIFIED GOODS,10,PLL,False,4400.0
NAESJ-DS417,,TEST1,00:01-23:59,2026-01-06,00:01-23:59,2026-01-12,RYNKEBY FOODS A/S,RINGE,VESTERGADE 30 DK-5750 RINGE,5750.0,TERMINAL TAASTRUP,TAASTRUP,LITAUEN ALLÉ 4 DK-2630 TAASTRUP,2630.0,725.0,0.0,0.4,UNSPECIFIED GOODS,4,QPL,False,2200.0
NAESJ-DS640,,TEST1,00:01-23:59,2026-01-06,00:01-23:59,2026-01-12,RYNKEBY FOODS A/S,RINGE,VESTERGADE 30 DK-5750 RINGE,5750.0,TERMINAL TAASTRUP,TAASTRUP,LITAUEN ALLÉ 4 DK-2630 TAASTRUP,2630.0,894.0,0.0,0.8,UNSPECIFIED GOODS,6,QPL,False,2300.0
NAESJ-DS905,,TEST1,00:01-23:59,2026-01-06,00:01-23:59,2026-01-12,CARLETTI A/S,SKØDSTRUP,GRENAAVEJ 641 DK-8541 SKØDSTRUP,8541.0,TERMINAL TAASTRUP,TAASTRUP,LITAUEN ALLÉ 4 DK-2630 TAASTRUP,2630.0,412.0,0.0,0.8,UNSPECIFIED GOODS,8,QPL,False,3400.0
NAESJ-DS303,,TEST1,00:01-23:59,2026-01-13,00:01-23:59,2026-01-20,GS/FREJA TRANSPORT & LOGISTICS A/S,SKANDERBORG,"ØRSTEDSVEJ 11,STILLING DK-8660 SKANDERBORG",8660.0,TERMINAL TAASTRUP,TAASTRUP,LITAUEN ALLÉ 4 DK-2630 TAASTRUP,2630.0,36.0,0.0,0.4,UNSPECIFIED GOODS,1,QPL,False,3200.0
NAESJ-DS535,,TEST1,00:01-23:59,2026-01-06,00:01-23:59,2026-01-12,GS/FREJA TRANSPORT & LOGISTICS A/S,SKANDERBORG,"ØRSTEDSVEJ 11,STILLING DK-8660 SKANDERBORG",8660.0,TERMINAL TAASTRUP,TAASTRUP,LITAUEN ALLÉ 4 DK-2630 TAASTRUP,2630.0,637.0,0.0,1.6,UNSPECIFIED GOODS,4,PLL,False,3800.0
NAESJ-DS828,,TEST1,00:01-23:59,2026-01-06,00:01-23:59,2026-01-12,THE WHOLE COMPANY FOOD A/S,VADUM,CHARLES LINDBERGHSVEJ 15 DK-9430 VADUM,9430.0,TERMINAL TAASTRUP,TAASTRUP,LITAUEN ALLÉ 4 DK-2630 TAASTRUP,2630.0,24.0,0.0,0.4,UNSPECIFIED GOODS,2,QPL,False,3500.0
NAESJ-DS948,,TEST1,00:01-23:59,2026-01-06,00:01-23:59,2026-01-09,MARIAGER SALT SPECIALTIES A/S,MARIAGER,HADSUNDVEJ 17 DK-9550 MARIAGER,9550.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,6912.0,0.0,3.6,UNSPECIFIED GOODS,9,PLL,False,5400.0
NAESJ-DS468,,TEST1,07:00-11:00,2026-01-06,00:01-23:59,2026-01-12,CABDAN APS - SÆDDING,ESBJERG V,BROLÆGGERVEJ 16 DK-6710 ESBJERG V,6710.0,NETTO A/S,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,19008.0,0.0,13.2,SPRINKLERVÆSKE 4 LTR,66,HPL,False,6700.0
NAESJ-DS142,,TEST1,07:00-15:00,2026-01-19,00:01-23:59,2026-01-20,SCANDINAVIAN METALS,HAMMEL,ENGLANDSVEJ 5,8450.0,FERROFOSS APS,BORUP,BÆKGÅRDSVEJ 58 DK-4140 BORUP,4140.0,5200.0,4.224,1.6,STAINLESS STEEL,4,EUR,False,3700.0
NAESJ-DS194,,TEST1,07:00-16:00,2026-01-19,06:00-15:00,2026-01-20,SCANDINAVIAN METALS,HAMMEL,ENGLANDSVEJ 5,8450.0,FERROFOSS APS,BORUP,BÆKGÅRDSVEJ 58 DK-4140 BORUP,4140.0,3134.0,2.64,1.0,JERN,2,IBC,False,3400.0
NAESJ-DS513,,TEST1,00:01-23:59,2026-01-06,11:00-13:29,2026-01-06,NORDIC BEAUTY COMPANY APS,VALLENSBÆK,JYDEKROGEN 14 A,2625.0,NORMAL WAREHOUSE DK8002,HEDENSTED,KILDEPARKEN 34 DK-8722 HEDENSTED,8722.0,11250.0,0.0,9.6,TOILETARTIKLER,78,EUR,False,2600.0
NAESJ-DS699,,TEST1,00:01-23:59,2026-01-06,00:01-23:59,2026-01-12,GS/VALSEMØLLEN AF 1899 A/S/VALSEMØ,GØRDING,ÅLUNDEN 2 DK-6690 GØRDING,6690.0,TERMINAL TAASTRUP,TAASTRUP,LITAUEN ALLÉ 4 DK-2630 TAASTRUP,2630.0,69.0,0.0,0.4,UNSPECIFIED GOODS,2,QPL,False,2500.0
NAESJ-DS336,,TEST1,00:01-23:59,2026-01-12,00:01-23:59,2026-01-13,GS/VALSEMØLLEN AF 1899 A/S/VALSEMØ,GØRDING,ÅLUNDEN 2 DK-6690 GØRDING,6690.0,TERMINAL TAASTRUP,TAASTRUP,LITAUEN ALLÉ 4 DK-2630 TAASTRUP,2630.0,65.0,0.0,0.4,UNSPECIFIED GOODS,1,QPL,False,2500.0
NAESJ-DS491,,TEST1,00:01-23:59,2026-01-06,07:00-08:30,2026-01-12,NORDIC BEAUTY COMPANY APS,VALLENSBÆK,JYDEKROGEN 14 A,2625.0,NORMAL CENTRAL WAREHOUSE,HORSENS,EGESKOVVEJ 15 DK-8700 HORSENS,8700.0,4675.0,0.0,4.4,TOILETARTIKLER,47,EUR,False,1800.0
NAESJ-DS249,,TEST1,00:01-23:59,2026-01-06,00:01-23:59,2026-01-12,GS/VALSEMØLLEN AF 1899 A/S/VALSEMØ,GØRDING,ÅLUNDEN 2 DK-6690 GØRDING,6690.0,TERMINAL TAASTRUP,TAASTRUP,LITAUEN ALLÉ 4 DK-2630 TAASTRUP,2630.0,260.0,0.0,0.4,UNSPECIFIED GOODS,4,QPL,False,2500.0
NAESJ-DS375,,TEST1,00:01-23:59,2026-01-06,00:01-23:59,2026-01-09,NOPA NORDIC A/S,HOBRO,FINN THOSTRUP ENGEN 1 DK-9500 HOBRO,9500.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,18627.0,0.0,10.4,UNSPECIFIED GOODS,26,PLL,False,9100.0
NAESJ-DS866,,TEST1,00:01-23:59,2026-01-06,00:01-23:59,2026-01-09,GS/SCANDIC FOOD - AFH. TAARS/SCAND,TÅRS,INDUSTRIVEJ 3 DK-9830 TÅRS,9830.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,646.0,0.0,0.4,UNSPECIFIED GOODS,1,PLL,False,3600.0
NAESJ-DS414,,TEST1,00:01-23:59,2026-01-16,00:01-23:59,2026-01-19,MAERSK TAULOV,FREDERICIA,PRINSESSENS KVARTER 13 DK-7000 FREDERICIA,7000.0,NETTO DC KØGE,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,1680.0,0.0,4.0,NON FOOD REF. 404345,10,PLL,False,4100.0
NAESJ-DS103,,TEST1,00:01-23:59,2026-01-06,00:01-23:59,2026-01-09,"GS/LMC DK C/O, DSV ROAD SUB WAREHO",HORSENS,MOSSVEJ 27 DK-8700 HORSENS,8700.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,15499.0,0.0,13.2,UNSPECIFIED GOODS,90,CLL,False,8700.0
NAESJ-DS208,,TEST1,00:01-23:59,2026-01-06,00:01-23:59,2026-01-09,"GS/LMC DK C/O, DSV ROAD SUB WAREHO",HORSENS,MOSSVEJ 27 DK-8700 HORSENS,8700.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,14520.0,0.0,13.2,UNSPECIFIED GOODS,132,QPL,False,8700.0
NAESJ-DS076,,TEST1,00:01-23:59,2026-01-06,00:01-23:59,2026-01-09,"GS/LMC DK C/O, DSV ROAD SUB WAREHO",HORSENS,MOSSVEJ 27 DK-8700 HORSENS,8700.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,14520.0,0.0,13.2,UNSPECIFIED GOODS,132,QPL,False,8700.0
NAESJ-DS158,,TEST1,00:01-23:59,2026-01-06,00:01-23:59,2026-01-12,"GS/LMC DK C/O, DSV ROAD SUB WAREHO",HORSENS,MOSSVEJ 27 DK-8700 HORSENS,8700.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,14520.0,0.0,13.2,UNSPECIFIED GOODS,132,QPL,False,8700.0
NAESJ-DS514,,TEST1,00:01-23:59,2026-01-06,00:01-23:59,2026-01-12,"GS/LMC DK C/O, DSV ROAD SUB WAREHO",HORSENS,MOSSVEJ 27 DK-8700 HORSENS,8700.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,14520.0,0.0,13.2,UNSPECIFIED GOODS,132,QPL,False,8700.0
NAESJ-DS534,,TEST1,00:01-23:59,2026-01-06,00:01-23:59,2026-01-09,JAN IMPORT A/S,HADSTEN,OVER HADSTENVEJ 82 DK-8370 HADSTEN,8370.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,4313.0,0.0,5.6,UNSPECIFIED GOODS,14,PLL,False,5700.0
NAESJ-DS283,,TEST1,00:01-23:59,2026-01-06,00:01-23:59,2026-01-09,JAN IMPORT A/S,HADSTEN,OVER HADSTENVEJ 82 DK-8370 HADSTEN,8370.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,686.0,0.0,0.8,UNSPECIFIED GOODS,2,PLL,False,3300.0
NAESJ-DS213,,TEST1,00:01-23:59,2026-01-12,00:01-23:59,2026-01-13,AURION A/S,HJØRRING,GULDAGERVEJ 525 DK-9800 HJØRRING,9800.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,240.0,0.0,0.4,UNSPECIFIED GOODS,1,PLL,False,3600.0
NAESJ-DS135,,TEST1,00:01-23:59,2026-01-12,00:01-23:59,2026-01-13,GS/NORDTHY A/S/NORDTHY A/S,THISTED,HÅNDVÆRKERVEJ 3-7 DK-7700 THISTED,7700.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,2973.0,0.0,3.2,UNSPECIFIED GOODS,16,PLL,False,4100.0
NAESJ-DS178,,TEST1,00:01-23:59,2026-01-19,00:01-23:59,2026-01-20,GS/DSV HORSENS/GEIA FOOD A/S,HORSENS,MOSSVEJ 27 DK-8700 HORSENS,8700.0,TERMINAL TAASTRUP,TAASTRUP,LITAUEN ALLÉ 4 DK-2630 TAASTRUP,2630.0,1850.0,0.0,1.6,UNSPECIFIED GOODS,16,QPL,False,3800.0
NAESJ-DS162,,TEST1,00:01-23:59,2026-01-06,00:01-23:59,2026-01-12,AQUA D'OR MINERAL WATER A/S,BRANDE,SOLSORTEVEJ 15 DK-7330 BRANDE,7330.0,TERMINAL TAASTRUP,TAASTRUP,LITAUEN ALLÉ 4 DK-2630 TAASTRUP,2630.0,19674.0,0.0,13.2,UNSPECIFIED GOODS,132,QPL,False,7300.0
NAESJ-DS136,,TEST1,00:01-23:59,2026-01-12,00:01-23:59,2026-01-13,GS/AQUADOR/AQUADOR MINERALWATER A/,BRANDE,KILDESKOVVEJ 10 DK-7330 BRANDE,7330.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,22053.0,0.0,13.2,UNSPECIFIED GOODS,66,HLP,False,7300.0
NAESJ-DS244,,TEST1,00:01-23:59,2026-01-12,00:01-23:59,2026-01-13,GS/AQUADOR/AQUADOR MINERALWATER A/,BRANDE,KILDESKOVVEJ 10 DK-7330 BRANDE,7330.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,25344.0,0.0,13.2,UNSPECIFIED GOODS,66,HLP,False,7300.0
NAESJ-DS654,,TEST1,00:01-23:59,2026-01-12,00:01-23:59,2026-01-13,GS/AQUADOR/AQUADOR MINERALWATER A/,BRANDE,KILDESKOVVEJ 10 DK-7330 BRANDE,7330.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,25344.0,0.0,13.2,UNSPECIFIED GOODS,66,HLP,False,7300.0
NAESJ-DS533,,TEST1,00:01-23:59,2026-01-12,00:01-23:59,2026-01-13,GS/AQUADOR/AQUADOR MINERALWATER A/,BRANDE,KILDESKOVVEJ 10 DK-7330 BRANDE,7330.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,24236.0,0.0,13.2,UNSPECIFIED GOODS,66,HLP,False,7300.0
NAESJ-DS990,,TEST1,00:01-23:59,2026-01-12,00:01-23:59,2026-01-13,GS/AQUADOR/AQUADOR MINERALWATER A/,BRANDE,KILDESKOVVEJ 10 DK-7330 BRANDE,7330.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,24236.0,0.0,13.2,UNSPECIFIED GOODS,66,HLP,False,7300.0
NAESJ-DS259,,TEST1,00:01-23:59,2026-01-12,00:01-23:59,2026-01-13,GS/AQUADOR/AQUADOR MINERALWATER A/,BRANDE,KILDESKOVVEJ 10 DK-7330 BRANDE,7330.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,24236.0,0.0,13.2,UNSPECIFIED GOODS,66,HLP,False,7300.0
NAESJ-DS642,,TEST1,00:01-23:59,2026-01-12,00:01-23:59,2026-01-13,GS/AQUADOR/AQUADOR MINERALWATER A/,BRANDE,KILDESKOVVEJ 10 DK-7330 BRANDE,7330.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,24236.0,0.0,13.2,UNSPECIFIED GOODS,66,HLP,False,7300.0
NAESJ-DS191,,TEST1,00:01-23:59,2026-01-12,00:01-23:59,2026-01-13,NORDIC FOOD PARTNERS A/S,HØJSLEV K,ØRSLEVKLOSTERVEJ 58 A DK 7840  HØJSLEV K,7840.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,8366.0,0.0,5.2,UNSPECIFIED GOODS,13,PLL,False,5100.0
NAESJ-DS994,,TEST1,00:01-23:59,2026-01-19,00:01-23:59,2026-01-20,GS/N.C. CHRISTIANSEN & SØNNER A/S/,HURUP THY,BREDGADE 9 DK-7760 HURUP THY,7760.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,8759.0,0.0,7.6,UNSPECIFIED GOODS,19,PLL,False,6200.0
NAESJ-DS645,,TEST1,00:01-23:59,2026-01-12,00:01-23:59,2026-01-13,NORDIC FOOD PARTNERS A/S,HØJSLEV K,ØRSLEVKLOSTERVEJ 58 A DK 7840  HØJSLEV K,7840.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,5837.0,0.0,3.6,UNSPECIFIED GOODS,9,PLL,False,4400.0
NAESJ-DS781,,TEST1,00:01-23:59,2026-01-13,00:01-23:59,2026-01-16,MARIAGER SALT SPECIALTIES A/S,MARIAGER,HADSUNDVEJ 17 DK-9550 MARIAGER,9550.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,8117.0,0.0,3.6,UNSPECIFIED GOODS,9,PLL,False,5400.0
NAESJ-DS242,,TEST1,00:01-23:59,2026-01-06,00:01-23:59,2026-01-09,FYNBO FOODS A/S,VRÅ,SIGENVEJ 9 DK-9760 VRÅ,9760.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,2986.0,0.0,1.6,UNSPECIFIED GOODS,4,PLL,False,4300.0
NAESJ-DS740,,TEST1,00:45-23:59,2026-01-06,04:15-23:59,2026-01-07,BRING E-COMMERCE & LOGISTICS A/S,GREVE,VENSTRUPPARKEN 4,2670.0,BRING E-COMMERCE & LOGISTICS A/S -,FREDERICIA,KONGENS KVARTER 14,7000.0,24000.0,0.0,13.6,PAKKER,1,LOAD,False,2300.0
NAESJ-DS286,,TEST1,21:00-23:59,2026-01-11,00:30-23:59,2026-01-12,BRING E-COMMERCE & LOGISTICS A/S,GREVE,VENSTRUPPARKEN 4,2670.0,BRING E-COMMERCE & LOGISTICS A/S -,FREDERICIA,KONGENS KVARTER 14,7000.0,24000.0,0.0,13.6,PAKKER,1,LOAD,False,2300.0
NAESJ-DS779,,TEST1,23:45-23:59,2026-01-11,03:15-23:59,2026-01-12,BRING E-COMMERCE & LOGISTICS A/S,GREVE,VENSTRUPPARKEN 4,2670.0,BRING E-COMMERCE & LOGISTICS A/S -,FREDERICIA,KONGENS KVARTER 14,7000.0,24000.0,0.0,13.6,PAKKER,1,LOAD,False,2300.0
NAESJ-DS584,,TEST1,23:45-23:59,2026-01-11,03:15-23:59,2026-01-12,BRING E-COMMERCE & LOGISTICS A/S -,FREDERICIA,KONGENS KVARTER 14,7000.0,BRING E-COMMERCE & LOGISTICS A/S,GREVE,VENSTRUPPARKEN 4,2670.0,24000.0,0.0,13.6,PAKKER,1,LOAD,False,7000.0
NAESJ-DS881,,TEST1,00:30-23:59,2026-01-06,04:00-23:59,2026-01-06,BRING E-COMMERCE & LOGISTICS A/S -,FREDERICIA,KONGENS KVARTER 14,7000.0,BRING E-COMMERCE & LOGISTICS A/S,GREVE,VENSTRUPPARKEN 4,2670.0,24000.0,0.0,13.6,PAKKER,1,LOAD,False,7000.0
NAESJ-DS608,,TEST1,00:01-23:59,2026-01-05,00:01-23:59,2026-01-06,ESSITY,HORSENS,C/O DSV SUB WHS - PORT 428 MOSSVEJ 27,8700.0,DAGROFA HØJLAGER RINGSTED,RINGSTED,KÆRUP PARKVEJ 7 DK-4100 RINGSTED,4100.0,2759.0,0.0,4.8,VARER,23,EUR,False,5500.0
NAESJ-DS583,,TEST1,23:00-23:59,2026-01-09,02:30-23:59,2026-01-10,BRING E-COMMERCE & LOGISTICS A/S -,FREDERICIA,KONGENS KVARTER 14,7000.0,BRING E-COMMERCE & LOGISTICS A/S,GREVE,VENSTRUPPARKEN 4,2670.0,24000.0,0.0,13.6,PAKKER,1,LOAD,False,7000.0
NAESJ-DS063,,TEST1,21:30-23:59,2026-01-11,01:00-23:59,2026-01-12,BRING E-COMMERCE & LOGISTICS A/S -,FREDERICIA,KONGENS KVARTER 14,7000.0,BRING E-COMMERCE & LOGISTICS A/S,GREVE,VENSTRUPPARKEN 4,2670.0,24000.0,0.0,13.6,PAKKER,1,LOAD,False,7000.0
NAESJ-DS627,,TEST1,23:59-23:59,2026-01-09,03:30-23:59,2026-01-10,BRING E-COMMERCE & LOGISTICS A/S -,FREDERICIA,KONGENS KVARTER 14,7000.0,BRING E-COMMERCE & LOGISTICS A/S,GREVE,VENSTRUPPARKEN 4,2670.0,24000.0,0.0,13.6,PAKKER,1,LOAD,False,7000.0
NAESJ-DS378,,TEST1,23:59-23:59,2026-01-09,03:30-23:59,2026-01-10,BRING E-COMMERCE & LOGISTICS A/S,GREVE,VENSTRUPPARKEN 4,2670.0,BRING E-COMMERCE & LOGISTICS A/S -,FREDERICIA,KONGENS KVARTER 14,7000.0,24000.0,0.0,13.6,PAKKER,1,LOAD,False,2300.0
NAESJ-DS936,,TEST1,16:00-23:59,2026-01-06,19:30-23:59,2026-01-06,BRING E-COMMERCE & LOGISTICS A/S,GREVE,VENSTRUPPARKEN 4,2670.0,BRING E-COMMERCE & LOGISTICS A/S -,FREDERICIA,KONGENS KVARTER 14,7000.0,24000.0,0.0,13.6,PAKKER,1,LOAD,False,2300.0
NAESJ-DS509,,TEST1,23:00-23:59,2026-01-09,02:30-23:59,2026-01-10,BRING E-COMMERCE & LOGISTICS A/S,GREVE,VENSTRUPPARKEN 4,2670.0,BRING E-COMMERCE & LOGISTICS A/S -,FREDERICIA,KONGENS KVARTER 14,7000.0,24000.0,0.0,13.6,PAKKER,1,LOAD,False,2300.0
NAESJ-DS792,,TEST1,02:30-23:59,2026-01-10,06:00-23:59,2026-01-10,BRING E-COMMERCE & LOGISTICS A/S,GREVE,VENSTRUPPARKEN 4,2670.0,BRING E-COMMERCE & LOGISTICS A/S -,FREDERICIA,KONGENS KVARTER 14,7000.0,24000.0,0.0,13.6,PAKKER,1,LOAD,False,2300.0
NAESJ-DS768,,TEST1,23:00-23:59,2026-01-06,02:30-23:59,2026-01-07,BRING E-COMMERCE & LOGISTICS A/S -,FREDERICIA,KONGENS KVARTER 14,7000.0,BRING E-COMMERCE & LOGISTICS A/S,GREVE,VENSTRUPPARKEN 4,2670.0,24000.0,0.0,13.6,PAKKER,1,LOAD,False,7000.0
NAESJ-DS314,,TEST1,02:30-23:59,2026-01-10,06:00-23:59,2026-01-10,BRING E-COMMERCE & LOGISTICS A/S -,FREDERICIA,KONGENS KVARTER 14,7000.0,BRING E-COMMERCE & LOGISTICS A/S,GREVE,VENSTRUPPARKEN 4,2670.0,24000.0,0.0,13.6,PAKKER,1,LOAD,False,7000.0
NAESJ-DS006,,TEST1,18:00-23:59,2026-01-11,21:30-23:59,2026-01-11,BRING E-COMMERCE & LOGISTICS A/S,GREVE,VENSTRUPPARKEN 4,2670.0,BRING E-COMMERCE & LOGISTICS A/S -,FREDERICIA,KONGENS KVARTER 14,7000.0,24000.0,0.0,13.6,PAKKER,1,LOAD,False,2300.0
NAESJ-DS434,,TEST1,23:59-23:59,2026-01-05,23:59-23:59,2026-01-06,GS NORDLIE FOOD A/S,HASLEV,FINLANDSGADE 1 DK-4690 HASLEV,4690.0,AALBORG TØRVARECENTER,AALBORG,"HOBROVEJ 461, SKALBORG DK-9200 AALBORG SV",9200.0,3826.0,20.31,7.2,1/4 PL MIX LEKSANDS,25,PLL,False,2400.0
NAESJ-DS818,,TEST1,00:01-23:59,2026-01-06,00:01-23:59,2026-01-12,"GS/LMC DK C/O, DSV ROAD SUB WAREHO",HORSENS,MOSSVEJ 27 DK-8700 HORSENS,8700.0,TERMINAL TAASTRUP,TAASTRUP,LITAUEN ALLÉ 4 DK-2630 TAASTRUP,2630.0,796.0,0.0,0.4,UNSPECIFIED GOODS,4,QPL,False,3200.0
NAESJ-DS325,,TEST1,00:01-23:59,2026-01-13,00:01-23:59,2026-01-16,GS/NOPA NORDIC A/S/NOPA NORDIC A/S,HOBRO,HAVREVÆNGET 11 DK-9500 HOBRO,9500.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,6083.0,0.0,4.4,UNSPECIFIED GOODS,11,PLL,False,5700.0
NAESJ-DS033,,TEST1,00:01-23:59,2026-01-13,00:01-23:59,2026-01-16,NOPA NORDIC A/S,HOBRO,FINN THOSTRUP ENGEN 1 DK-9500 HOBRO,9500.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,4933.0,0.0,3.2,UNSPECIFIED GOODS,8,PLL,False,5100.0
NAESJ-DS360,,TEST1,00:01-23:59,2026-01-06,00:01-23:59,2026-01-12,"GS/LMC DK C/O, DSV ROAD SUB WAREHO",HORSENS,MOSSVEJ 27 DK-8700 HORSENS,8700.0,TERMINAL TAASTRUP,TAASTRUP,LITAUEN ALLÉ 4 DK-2630 TAASTRUP,2630.0,5855.0,0.0,5.2,UNSPECIFIED GOODS,52,QPL,False,5700.0
NAESJ-DS731,,TEST1,00:01-23:59,2026-01-06,00:01-23:59,2026-01-07,GS/DSV HORSENS/GEIA FOOD A/S,HORSENS,MOSSVEJ 27 DK-8700 HORSENS,8700.0,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,26350.0,0.0,13.2,UNSPECIFIED GOODS,33,PLL,False,8700.0
NAESJ-DS151,,TEST1,08:00-11:00,2026-01-12,07:00-15:00,2026-01-12,POSTNORD DANMARK,KØGE,ULLSVEJ 1 DK-4600 KØGE,4600.0,PALLEHUSET,VOJENS,VEDSTEDVEJ 7,6500.0,11000.0,0.0,13.2,PALLER,33,PLL,False,2200.0
